GEO_ID,B03002_E001,B03002_M001,B03002_E002,B03002_M002,B03002_E003,B03002_M003,B03002_E004,B03002_M004,B03002_E005,B03002_M005,B03002_E006,B03002_M006,B03002_E007,B03002_M007,B03002_E008,B03002_M008,B03002_E009,B03002_M009,B03002_E010,B03002_M010,B03002_E011,B03002_M011,B03002_E012,B03002_M012,B03002_E013,B03002_M013,B03002_E014,B03002_M014,B03002_E015,B03002_M015,B03002_E016,B03002_M016,B03002_E017,B03002_M017,B03002_E018,B03002_M018,B03002_E019,B03002_M019,B03002_E020,B03002_M020,B03002_E021,B03002_M021
1400000US06037187101,3026,559,1834,343,1048,226,0,14,0,14,586,182,0,14,7,12,193,158,30,46,163,152,1192,472,65,70,0,14,12,20,13,20,0,14,576,244,526,410,518,411,8,16
1400000US06037187102,4615,875,2277,607,774,167,57,48,0,14,1226,587,0,14,0,14,220,121,96,100,124,68,2338,536,350,275,0,14,82,97,6,11,0,14,1018,402,882,477,675,427,207,253
1400000US06037187200,2872,549,1489,491,789,333,24,25,0,14,529,170,0,14,9,15,138,140,8,12,130,141,1383,270,145,87,0,14,58,47,7,12,0,14,941,256,232,174,218,174,14,22
1400000US06037187300,3681,477,2964,413,2089,411,140,98,6,10,526,131,0,14,38,33,165,98,66,73,99,65,717,285,259,195,0,14,0,14,0,14,0,14,169,124,289,203,269,202,20,34
1400000US06037188100,3954,543,2392,329,1628,247,63,59,0,14,485,283,0,14,0,14,216,123,75,58,141,102,1562,410,236,155,0,14,0,14,0,14,0,14,964,419,362,177,303,174,59,40
1400000US06037188201,2994,310,2542,307,1948,282,130,76,9,15,326,196,0,14,10,17,119,78,14,21,105,74,452,147,118,79,0,14,49,78,0,14,0,14,110,66,175,98,138,81,37,56
1400000US06037188202,3093,527,2780,525,1735,491,371,285,0,14,522,284,0,14,38,55,114,111,0,14,114,111,313,151,62,54,0,14,0,14,0,14,0,14,28,24,223,139,104,96,119,101
1400000US06037188300,3285,452,2593,434,1363,243,20,24,0,14,988,295,0,14,0,14,222,143,95,124,127,71,692,264,33,32,0,14,32,62,0,14,0,14,269,252,358,120,333,120,25,28
1400000US06037189101,2382,255,2164,251,1636,254,105,83,0,14,342,162,0,14,26,28,55,58,55,58,0,14,218,202,9,14,0,14,0,14,0,14,0,14,135,193,74,42,67,40,7,10
1400000US06037189102,3704,412,3372,435,2481,429,79,54,9,12,623,308,0,14,0,14,180,96,56,43,124,84,332,138,43,36,29,45,0,14,0,14,0,14,95,90,165,94,143,88,22,30
1400000US06037189201,3061,394,2052,408,1815,388,30,29,0,14,155,129,0,14,5,33,47,36,34,30,13,20,1009,485,64,41,0,14,23,35,36,59,0,14,627,439,259,162,232,167,27,33
1400000US06037189202,3119,472,2714,487,2175,359,38,39,0,14,260,127,0,14,0,14,241,179,0,14,241,179,405,245,139,116,0,14,10,15,0,14,0,14,49,32,207,195,195,193,12,19
1400000US06037189300,2920,492,2728,497,1916,434,84,61,17,37,358,220,0,14,103,87,250,148,29,45,221,140,192,119,14,23,0,14,0,14,0,14,0,14,86,73,92,93,92,93,0,14
1400000US06037189400,2977,484,2630,439,2110,385,327,323,0,14,92,49,0,14,0,14,101,62,29,30,72,54,347,157,21,25,0,14,0,14,7,11,0,14,34,51,285,144,276,147,9,13
