GEO_ID,B19013_E001,B19013_M001
1400000US06037262802,170500,47140
1400000US06037264000,239181,66332
1400000US06037264102,153482,40889
1400000US06037264103,135357,36576
1400000US06037264303,151003,20953
1400000US06037264304,113505,17522
1400000US06037264305,163859,37990
1400000US06037264306,130018,19405
1400000US06037265100,89355,48427
1400000US06037265201,155781,39370
1400000US06037265203,110725,25279
1400000US06037265204,49306,18433
1400000US06037265301,-666666666,-222222222
1400000US06037265303,31510,6028
1400000US06037265304,19764,4467
1400000US06037265306,57188,41112
1400000US06037265307,29375,12057
1400000US06037265410,232049,70324
1400000US06037265420,244583,57049
1400000US06037265521,85262,17905
1400000US06037265522,92147,21325
1400000US06037265523,76166,21179
1400000US06037265524,123325,16877
1400000US06037265601,150481,65631
1400000US06037265602,95893,45902
1400000US06037265701,135909,38356
1400000US06037265702,102143,29462
1400000US06037267101,91607,30823
1400000US06037267102,128750,54765
1400000US06037267201,102028,34867
1400000US06037267202,125188,25369
1400000US06037267300,112450,49757
1400000US06037267403,99712,29765
1400000US06037267404,80354,4578
1400000US06037267405,105170,29510
1400000US06037267406,90605,15843
1400000US06037267502,84671,23621
1400000US06037267503,156343,70692
1400000US06037267504,98947,29208
1400000US06037267600,89286,27988
1400000US06037267700,126656,25162
1400000US06037267800,120435,14082
1400000US06037267901,195581,84305
1400000US06037267902,153833,39305
1400000US06037269000,187458,70584
1400000US06037269100,77782,30765
1400000US06037269300,219552,43479
1400000US06037269500,250001,-333333333
1400000US06037269601,56154,31138
1400000US06037269602,81953,20449
1400000US06037269700,122731,26179
1400000US06037269800,106621,9652
1400000US06037269903,101524,14268
1400000US06037269905,108611,14509
1400000US06037269906,122308,18132
1400000US06037269907,99837,9725
1400000US06037269908,77222,20817
1400000US06037269909,101581,42009
1400000US06037270101,78940,25198
1400000US06037270102,128186,13193
1400000US06037270200,76905,35537
1400000US06037270300,84063,48359
1400000US06037271100,137167,55170
1400000US06037271200,121366,28520
1400000US06037271300,97721,28840
1400000US06037271400,197992,25227
1400000US06037271500,107679,30060
1400000US06037271600,122554,18673
1400000US06037271702,90972,21414
1400000US06037271703,121354,18401
1400000US06037271704,124638,38302
1400000US06037271801,95096,26157
1400000US06037271803,99469,11085
1400000US06037271804,121827,50748
1400000US06037271901,115917,27787
1400000US06037271902,105288,10578
1400000US06037272100,121719,39790
1400000US06037272201,119018,29923
1400000US06037272202,105111,18208
1400000US06037272301,128655,12868
1400000US06037272302,82288,14611
1400000US06037273100,167143,35641
1400000US06037273200,143702,20358
1400000US06037273300,107633,21035
1400000US06037273403,90425,37981
1400000US06037273404,85688,16462
1400000US06037273502,122969,29421
1400000US06037273600,133944,36116
1400000US06037273700,137935,16108
1400000US06037273800,98462,4540
1400000US06037273902,157115,45431
1400000US06037274100,153068,69594
1400000US06037274202,116552,29877
1400000US06037275101,121250,51137
1400000US06037275102,104197,20070
1400000US06037275200,100833,12915
1400000US06037275311,100977,17680
1400000US06037275312,194784,26521
1400000US06037275313,117341,29407
1400000US06037275400,169591,73364
1400000US06037275500,59076,15844
1400000US06037275603,114519,30175
1400000US06037275604,164651,27241
1400000US06037275605,119783,14525
1400000US06037276000,147470,19977
1400000US06037276101,113786,5162
1400000US06037276102,88750,36039
1400000US06037276400,220350,59839
1400000US06037276500,160517,35063
1400000US06037276601,176346,51413
1400000US06037276605,113594,34611
1400000US06037276606,132339,32760
1400000US06037276607,86648,39779
1400000US06037276608,92206,37303
1400000US06037277000,180385,39911
1400000US06037277100,193846,61697
1400000US06037277200,59621,23494
1400000US06037277400,-666666666,-222222222
1400000US06037278001,76406,40255
1400000US06037278102,174167,16142
1400000US06037291110,60085,25209
1400000US06037291120,57969,25731
1400000US06037291130,96042,23544
1400000US06037291210,73106,30677
1400000US06037291220,82542,12397
1400000US06037291300,92404,39241
1400000US06037292001,54319,6690
1400000US06037292002,118152,40670
1400000US06037293203,54345,14374
1400000US06037293204,120338,40051
1400000US06037293205,61198,10976
1400000US06037293206,62788,34572
1400000US06037293301,120833,26926
1400000US06037293302,104071,32516
1400000US06037293304,61567,8324
1400000US06037293306,112361,24334
1400000US06037293307,70888,36977
1400000US06037294110,89438,8362
1400000US06037294120,58897,29632
1400000US06037294200,88958,18575
1400000US06037294301,101906,19381
1400000US06037294302,66210,11020
1400000US06037294410,78810,20232
1400000US06037294421,65764,13031
1400000US06037294510,65947,14677
1400000US06037294520,58173,10737
1400000US06037294610,65735,22282
1400000US06037294620,75938,27755
1400000US06037294701,36525,6734
1400000US06037294810,45819,9937
1400000US06037294820,33710,9428
1400000US06037294830,63750,23547
1400000US06037294900,31667,24953
1400000US06037295103,120047,21248
1400000US06037296210,57386,19584
1400000US06037296220,46288,9597
1400000US06037296300,83145,20747
1400000US06037296401,116680,25300
1400000US06037296402,142163,27201
1400000US06037296500,96302,12289
1400000US06037296600,41563,13817
1400000US06037296901,73415,28833
1400000US06037296902,57260,13258
1400000US06037297001,184219,69187
1400000US06037297002,108267,11857
1400000US06037297110,54152,6338
1400000US06037297120,94310,41457
1400000US06037297201,67593,16552
1400000US06037297202,97049,17655
1400000US06037297300,114063,17749
1400000US06037297400,136000,34347
1400000US06037297501,168942,45207
1400000US06037297502,96250,34944
1400000US06037297601,90556,19270
1400000US06037297602,94275,8572
1400000US06037300100,183162,34818
1400000US06037300200,121442,45217
1400000US06037300301,135223,42068
1400000US06037300400,136359,45539
1400000US06037300501,109303,22432
1400000US06037300503,75682,47236
1400000US06037300601,111631,19524
1400000US06037300602,116471,38488
1400000US06037300701,154440,55886
1400000US06037300702,155368,8702
1400000US06037300800,116205,50388
1400000US06037300901,166172,18902
1400000US06037300902,186250,68372
1400000US06037301000,116094,57037
1400000US06037301100,87395,13403
1400000US06037301203,80852,13043
1400000US06037301204,75298,14775
1400000US06037301205,108125,29379
1400000US06037301206,81200,21256
1400000US06037301300,201357,41308
1400000US06037301400,150116,35326
1400000US06037301501,163646,57915
1400000US06037301502,80459,7652
1400000US06037301601,54469,31680
1400000US06037301602,76625,19604
1400000US06037301701,90938,70882
1400000US06037301702,84067,18667
1400000US06037301801,81586,9673
1400000US06037301802,90089,20973
1400000US06037301901,72500,27505
1400000US06037301902,101343,10191
1400000US06037302002,58846,2215
1400000US06037302003,61522,4932
1400000US06037302004,52679,11861
1400000US06037302102,93627,28653
1400000US06037302103,68731,20627
1400000US06037302104,82212,12142
1400000US06037302201,35972,14669
1400000US06037302202,52348,7781
1400000US06037302301,87198,20010
1400000US06037302302,61308,12908
1400000US06037302401,73496,11267
1400000US06037302503,62364,17492
1400000US06037302504,41201,9907
1400000US06037302505,64828,18939
1400000US06037302506,85882,18119
1400000US06037310100,171991,17701
1400000US06037310201,133608,20828
1400000US06037310202,101917,19231
1400000US06037310300,139625,33622
1400000US06037310400,110313,33680
1400000US06037310501,77753,14039
1400000US06037310601,67500,21040
1400000US06037310602,113917,44098
1400000US06037310701,29815,24168
1400000US06037310703,67075,22880
1400000US06037310704,63625,14225
1400000US06037310705,42639,33449
1400000US06037310800,85185,42319
1400000US06037310900,117292,37724
1400000US06037311000,121000,23244
1400000US06037311100,99806,19780
1400000US06037311200,96848,26817
1400000US06037311300,119477,22554
1400000US06037311400,133542,34558
1400000US06037311500,137589,20781
1400000US06037311601,108563,36380
1400000US06037311602,94646,13655
1400000US06037311700,112917,18683
1400000US06037311801,75772,11969
1400000US06037311802,98626,10209
1400000US06037320101,115195,12100
1400000US06037320102,116917,65223
1400000US06037320201,72443,21598
1400000US06037320202,98182,33118
1400000US06037320300,70792,18476
1400000US06037400205,208906,23839
1400000US06037400206,200833,25532
1400000US06037400207,149052,28110
1400000US06037400208,147222,29427
1400000US06037400209,142917,73326
1400000US06037400304,84457,23793
1400000US06037400402,154707,17944
1400000US06037400403,128750,27301
1400000US06037400404,185088,40704
1400000US06037400501,100625,75168
1400000US06037400602,84512,9934
1400000US06037400603,118704,34508
1400000US06037400605,96920,24007
1400000US06037400801,120156,19180
1400000US06037401001,133571,21770
1400000US06037401002,91981,10904
1400000US06037401101,79488,8519
1400000US06037401102,103616,24273
1400000US06037401201,146125,32391
1400000US06037401202,110750,26857
1400000US06037401203,101208,15177
1400000US06037401303,161397,47972
1400000US06037401304,139483,28751
1400000US06037401311,92885,26117
1400000US06037401312,87944,19543
1400000US06037401500,89034,10870
1400000US06037401601,100500,27642
1400000US06037401602,78487,16478
1400000US06037401705,136071,18073
1400000US06037401706,98620,21950
1400000US06037401707,65389,12348
1400000US06037401801,150682,32403
1400000US06037401802,156953,38170
1400000US06037401901,84375,13826
1400000US06037401902,103017,15920
1400000US06037402001,64609,26688
1400000US06037402002,104896,28351
1400000US06037402101,119688,17788
1400000US06037402102,100789,14266
1400000US06037402200,86793,14229
1400000US06037402301,78808,17207
1400000US06037402303,61657,18222
1400000US06037402304,48393,10279
1400000US06037402403,87536,7766
1400000US06037402404,-666666666,-222222222
1400000US06037402405,112731,31091
1400000US06037402406,78472,24028
1400000US06037402501,57057,9753
1400000US06037402503,66364,14085
1400000US06037402504,38667,14688
1400000US06037402601,86250,19163
1400000US06037402602,62410,6687
1400000US06037402702,53319,3385
1400000US06037402703,90302,33260
1400000US06037402705,115000,9218
1400000US06037402706,106534,36663
1400000US06037402801,54404,18006
1400000US06037402803,88403,15488
1400000US06037402804,66016,11829
1400000US06037402902,88470,3727
1400000US06037402903,79688,34128
1400000US06037402904,91580,20750
1400000US06037403000,102885,25486
1400000US06037403305,119145,27693
1400000US06037403316,93151,18352
1400000US06037403317,126083,21833
1400000US06037403318,118478,29403
1400000US06037403319,93211,9457
1400000US06037403320,126059,29518
1400000US06037403321,117222,22980
1400000US06037403323,89828,23859
1400000US06037403324,114547,33557
1400000US06037403325,111445,14257
1400000US06037403326,135375,16325
1400000US06037403327,121935,16767
1400000US06037403328,100521,24899
1400000US06037403401,114231,16879
1400000US06037403402,126625,22799
1400000US06037403403,140795,32277
1400000US06037403404,173289,34814
1400000US06037403407,156552,30020
1400000US06037403408,129934,39976
1400000US06037403409,128654,30386
1400000US06037403500,114306,23230
1400000US06037403601,119471,33588
1400000US06037403702,124643,26291
1400000US06037403703,120875,17082
1400000US06037403721,88000,18875
1400000US06037403722,80121,19870
1400000US06037403801,91683,12814
1400000US06037403802,87438,10338
1400000US06037403901,128459,14306
1400000US06037403902,88571,15338
1400000US06037404000,112159,15472
1400000US06037404100,92361,18056
1400000US06037404201,76389,10530
1400000US06037404203,76837,10177
1400000US06037404301,84295,20815
1400000US06037404302,104779,34154
1400000US06037404401,86069,13809
1400000US06037404402,96616,12352
1400000US06037404501,57875,11007
1400000US06037404503,99665,15760
1400000US06037404504,84954,10145
1400000US06037404600,114167,17706
1400000US06037404701,75117,12927
1400000US06037404702,79063,16458
1400000US06037404703,91719,28387
1400000US06037404804,79767,9984
1400000US06037404805,65580,5426
1400000US06037404806,73274,13251
1400000US06037404901,98281,39359
1400000US06037404902,74706,14893
1400000US06037404903,89375,19842
1400000US06037405001,81801,6783
1400000US06037405002,74605,27057
1400000US06037405101,89457,18791
1400000US06037405102,80234,14655
1400000US06037405201,79934,10908
1400000US06037405202,69681,8758
1400000US06037405203,91438,23660
1400000US06037405301,92664,13761
1400000US06037405302,104138,20061
1400000US06037405400,106500,24027
1400000US06037405500,102054,25513
1400000US06037405600,103188,27456
1400000US06037405701,79650,33554
1400000US06037405702,95441,14697
1400000US06037405800,93750,19948
1400000US06037405900,118358,8810
1400000US06037406000,114728,12410
1400000US06037406101,88786,19086
1400000US06037406103,95118,13399
1400000US06037406201,56786,13874
1400000US06037406300,102638,15579
1400000US06037406413,106551,18159
1400000US06037406500,104800,13787
1400000US06037406601,133500,28243
1400000US06037406602,91641,27411
1400000US06037406701,95260,17319
1400000US06037406702,90349,4738
1400000US06037406801,103804,18447
1400000US06037406903,82856,22620
1400000US06037407001,87600,5736
1400000US06037407002,118516,15981
1400000US06037407101,68333,31533
1400000US06037407102,96645,30578
1400000US06037407201,136063,26479
1400000US06037407202,96125,44459
1400000US06037407301,78167,21935
1400000US06037407302,92396,21283
1400000US06037407400,128933,15789
1400000US06037407501,76424,30222
1400000US06037407502,115061,7479
1400000US06037407601,75370,9277
1400000US06037407602,105240,16864
1400000US06037407701,56950,25347
1400000US06037407702,93388,30451
1400000US06037407801,96809,38958
1400000US06037407802,118594,19808
1400000US06037407901,111615,37700
1400000US06037407902,95887,28035
1400000US06037408003,109221,12901
1400000US06037408004,81250,15547
1400000US06037408005,120956,19343
1400000US06037408006,84130,26301
1400000US06037408133,101378,24039
1400000US06037408134,111780,21359
1400000US06037408135,89563,13468
1400000US06037408136,128359,27617
1400000US06037408137,90091,19779
1400000US06037408138,81941,16211
1400000US06037408139,107050,23286
1400000US06037408140,77991,18794
1400000US06037408141,102917,17438
1400000US06037408212,81944,24187
1400000US06037408213,78574,8835
1400000US06037408301,80754,17680
1400000US06037408302,88068,24391
1400000US06037408303,119375,38778
1400000US06037408401,102500,23873
1400000US06037408402,109828,19330
1400000US06037408503,145921,33971
1400000US06037408504,100227,20112
1400000US06037408505,114850,20512
1400000US06037408623,110141,10034
1400000US06037408624,118977,34274
1400000US06037408625,132273,20038
1400000US06037408626,105500,48111
1400000US06037408627,94353,9558
1400000US06037408628,88021,19585
1400000US06037408629,117500,39674
1400000US06037408631,110536,31207
1400000US06037408703,127500,19210
1400000US06037408705,81771,35254
1400000US06037408707,134400,25541
1400000US06037408722,100538,23079
1400000US06037408724,70396,12777
1400000US06037408725,66681,18504
1400000US06037408800,49912,17243
1400000US06037408900,84583,18241
1400000US06037409000,79092,18927
1400000US06037409100,98542,14160
1400000US06037430003,138657,26006
1400000US06037430004,99978,16204
1400000US06037430005,108396,23863
1400000US06037430101,63584,16147
1400000US06037430102,102917,23592
1400000US06037430200,131159,4151
1400000US06037430301,147236,15909
1400000US06037430302,103512,15292
1400000US06037430400,182292,56939
1400000US06037430501,195199,25810
1400000US06037430502,113965,36499
1400000US06037430600,173125,39049
1400000US06037430701,104194,19977
1400000US06037430721,82115,35449
1400000US06037430723,90435,22152
1400000US06037430724,105644,24377
1400000US06037430801,96042,54886
1400000US06037430802,138333,36419
1400000US06037430803,109896,32438
1400000US06037430901,85560,10022
1400000US06037430902,103021,15672
1400000US06037431002,88700,22451
1400000US06037431003,89099,28164
1400000US06037431004,84833,19545
1400000US06037431100,82091,7884
1400000US06037431200,93750,17436
1400000US06037431300,97083,20301
1400000US06037431400,107222,31393
1400000US06037431501,64931,17973
1400000US06037431502,88229,23428
1400000US06037431600,120511,25815
1400000US06037431701,117887,45527
1400000US06037431800,83021,31888
1400000US06037431900,95066,18381
1400000US06037432001,119875,23269
1400000US06037432002,108197,36628
1400000US06037432101,134556,15397
1400000US06037432102,102500,28416
1400000US06037432201,118179,10357
1400000US06037432202,90516,21846
1400000US06037432300,86513,29503
1400000US06037432401,90018,15797
1400000US06037432402,66948,3633
1400000US06037432501,85533,15655
1400000US06037432502,127188,22430
1400000US06037432601,84479,42655
1400000US06037432602,82699,26513
1400000US06037432700,64864,11527
1400000US06037432801,40543,10435
1400000US06037432802,63321,13669
1400000US06037432901,64214,19270
1400000US06037432902,84044,17673
1400000US06037433103,66369,15801
1400000US06037433200,58963,14578
1400000US06037433302,59375,5729
1400000US06037433304,53200,10838
1400000US06037433305,66218,5736
1400000US06037433306,63447,8886
1400000US06037433307,82107,16774
1400000US06037433402,69487,8267
1400000US06037433403,51593,15889
1400000US06037433505,62407,8582
1400000US06037433506,50016,4392
1400000US06037433601,78462,13332
1400000US06037433602,51250,22753
1400000US06037433803,89735,16652
1400000US06037433804,73877,13219
1400000US06037433901,70313,9286
1400000US06037433903,57065,12361
1400000US06037434001,84102,9018
1400000US06037434003,76930,9628
1400000US06037434004,108319,34309
1400000US06037434100,74135,13624
1400000US06037460001,230714,65168
1400000US06037460002,162260,49145
1400000US06037460101,157167,73266
1400000US06037460200,124855,30567
1400000US06037460301,154844,28411
1400000US06037460302,110952,35281
1400000US06037460401,125357,38290
1400000US06037460501,233977,31001
1400000US06037460502,250001,-333333333
1400000US06037460601,239444,45541
1400000US06037460700,220188,32227
1400000US06037460800,250001,-333333333
1400000US06037460900,96370,43667
1400000US06037461000,115278,28028
1400000US06037461100,136336,34804
1400000US06037461200,186023,50685
1400000US06037461300,97279,38789
1400000US06037461400,98077,22749
1400000US06037461501,87177,30239
1400000US06037461502,75275,17296
1400000US06037461600,84659,30251
1400000US06037461700,154926,52050
1400000US06037461901,70109,16934
1400000US06037461902,104750,40813
1400000US06037462001,85000,14287
1400000US06037462002,50240,16320
1400000US06037462100,100516,13398
1400000US06037462201,43167,15235
1400000US06037462202,103963,22920
1400000US06037462301,90030,6401
1400000US06037462302,81829,16191
1400000US06037462400,153333,13937
1400000US06037462500,128214,31794
1400000US06037462600,122500,17929
1400000US06037462700,72750,18581
1400000US06037462800,119375,32968
1400000US06037462900,128632,9416
1400000US06037463000,125598,24999
1400000US06037463103,109136,19750
1400000US06037463200,106105,17898
1400000US06037463300,123317,16611
1400000US06037463400,125769,35906
1400000US06037463500,80363,20389
1400000US06037463601,83083,22232
1400000US06037463602,115699,32092
1400000US06037463700,188403,39790
1400000US06037463800,215714,36976
1400000US06037463900,132163,24283
1400000US06037464000,144607,33147
1400000US06037464101,250001,-333333333
1400000US06037464102,239052,32900
1400000US06037464200,190991,40960
1400000US06037480002,149861,49463
1400000US06037480011,100039,27038
1400000US06037480012,99375,27941
1400000US06037480101,93828,17932
1400000US06037480102,133625,38368
1400000US06037480201,163304,34715
1400000US06037480202,119318,38684
1400000US06037480302,110000,24454
1400000US06037480303,96105,9318
1400000US06037480304,78165,12562
1400000US06037480400,93341,11927
1400000US06037480500,121620,27194
1400000US06037480601,126563,17828
1400000US06037480602,119479,62317
1400000US06037480702,194023,35157
1400000US06037480703,169844,45515
1400000US06037480704,117065,18585
1400000US06037480802,111375,32950
1400000US06037480803,114531,18883
1400000US06037480804,91291,10272
1400000US06037480901,80877,15220
1400000US06037480902,64932,10736
1400000US06037480903,106250,35538
1400000US06037481001,74018,10741
1400000US06037481002,84261,14662
1400000US06037481101,94550,27086
1400000US06037481102,86037,18208
1400000US06037481103,77565,13663
1400000US06037481201,95169,13319
1400000US06037481203,82644,12495
1400000US06037481300,76250,12992
1400000US06037481401,87823,16770
1400000US06037481403,77353,18380
1400000US06037481404,81000,13179
1400000US06037481500,82604,16969
1400000US06037481603,93375,21830
1400000US06037481604,79871,27840
1400000US06037481605,82321,22219
1400000US06037481606,75150,9715
1400000US06037481711,51655,17459
1400000US06037481712,46387,16410
1400000US06037481713,74453,30514
1400000US06037481714,42675,11671
1400000US06037481800,124219,19027
1400000US06037481901,113607,22125
1400000US06037481902,84700,12072
1400000US06037482001,143750,25280
1400000US06037482002,107606,25002
1400000US06037482101,75511,36108
1400000US06037482102,91500,27548
1400000US06037482201,62223,11731
1400000US06037482202,69760,20599
1400000US06037482301,85720,16149
1400000US06037482303,73813,10812
1400000US06037482304,55054,7974
1400000US06037482401,70938,15241
1400000US06037482403,69265,33915
1400000US06037482404,61755,14954
1400000US06037482502,62236,13812
1400000US06037482503,82662,22061
1400000US06037482521,79464,7148
1400000US06037482522,90952,21049
1400000US06037482600,114493,39517
1400000US06037482701,78250,20052
1400000US06037482702,121146,16684
1400000US06037482801,92697,27464
1400000US06037500100,190107,41164
1400000US06037500202,158750,68942
1400000US06037500203,184286,50600
1400000US06037500204,160682,84302
1400000US06037500300,116719,14323
1400000US06037500402,67004,23626
1400000US06037500403,82279,46642
1400000US06037500404,104844,22012
1400000US06037500500,66818,23513
1400000US06037500600,114018,18694
1400000US06037500700,79911,20409
1400000US06037500800,111406,28316
1400000US06037500900,70117,40021
1400000US06037501001,108594,27938
1400000US06037501002,116197,11916
1400000US06037501200,113079,15570
1400000US06037501301,90417,27754
1400000US06037501302,103478,5972
1400000US06037501400,87273,34361
1400000US06037501501,144250,18411
1400000US06037501503,91820,16321
1400000US06037501504,56576,10609
1400000US06037501600,104333,58192
1400000US06037501700,101512,48496
1400000US06037501802,95909,16551
1400000US06037501803,60399,5502
1400000US06037501804,62832,14533
1400000US06037501900,112143,18173
1400000US06037502003,64088,15502
1400000US06037502004,68110,7036
1400000US06037502005,108889,33914
1400000US06037502100,95372,15657
1400000US06037502200,121625,17185
1400000US06037502303,87764,32750
1400000US06037502401,73214,20288
1400000US06037502402,94429,19860
1400000US06037502500,90313,35006
1400000US06037502602,78967,18575
1400000US06037502603,99727,58309
1400000US06037502604,101111,52033
1400000US06037502700,93051,6806
1400000US06037502801,110871,19725
1400000US06037502901,121780,14907
1400000US06037503000,85865,37686
1400000US06037503103,103363,17400
1400000US06037503104,86577,7635
1400000US06037503105,101484,20654
1400000US06037503106,89958,22282
1400000US06037503201,106655,25459
1400000US06037503202,108779,19436
1400000US06037503301,136678,21987
1400000US06037503302,97519,10660
1400000US06037503401,109356,26315
1400000US06037503402,111932,49728
1400000US06037503501,102905,10931
1400000US06037503502,102500,23137
1400000US06037503601,106856,17179
1400000US06037503602,151176,25837
1400000US06037503701,106250,13003
1400000US06037503702,125417,20028
1400000US06037503704,68273,27746
1400000US06037503705,116850,10675
1400000US06037503801,95694,25733
1400000US06037503802,107965,4106
1400000US06037503901,130750,32197
1400000US06037503902,139451,16616
1400000US06037504001,65698,56103
1400000US06037504002,129635,20899
1400000US06037504101,101025,23798
1400000US06037504200,64554,28986
1400000US06037530005,131500,41319
1400000US06037530006,87679,18873
1400000US06037530007,86532,11812
1400000US06037530101,51842,20557
1400000US06037530102,69917,17381
1400000US06037530202,83000,26786
1400000US06037530203,58393,11963
1400000US06037530204,78646,29711
1400000US06037530301,60588,5647
1400000US06037530302,59454,12594
1400000US06037530400,39320,31304
1400000US06037530500,73452,15768
1400000US06037530603,77109,17359
1400000US06037530700,102981,35665
1400000US06037530801,107796,28698
1400000US06037530802,79583,11721
1400000US06037530901,70909,15720
1400000US06037530902,36548,6661
1400000US06037531000,86098,11070
1400000US06037531101,64942,9820
1400000US06037531102,63571,16957
1400000US06037531201,67167,31239
1400000US06037531202,68173,32141
1400000US06037531301,56789,12199
1400000US06037531302,62961,13583
1400000US06037531502,51641,10590
1400000US06037531503,69653,26450
1400000US06037531504,61708,33203
1400000US06037531602,71574,31535
1400000US06037531603,72574,12039
1400000US06037531604,57596,12374
1400000US06037531701,74430,14954
1400000US06037531702,76083,10857
1400000US06037531800,102718,38838
1400000US06037531901,67188,15674
1400000US06037531902,93396,18044
1400000US06037532001,56645,14633
1400000US06037532002,82750,9440
1400000US06037532101,56989,21525
1400000US06037532102,104688,24224
1400000US06037532200,88393,23516
1400000US06037532302,74602,22616
1400000US06037532303,80481,5545
1400000US06037532304,68551,20718
1400000US06037532500,60043,16952
1400000US06037532605,43036,35010
1400000US06037532606,53785,14565
1400000US06037532607,55527,9596
1400000US06037532700,66406,11398
1400000US06037532800,56791,10040
1400000US06037532900,43750,7347
1400000US06037533001,76250,34748
1400000US06037533002,63242,13885
1400000US06037533103,60859,10858
1400000US06037533104,43140,10095
1400000US06037533105,51887,12697
1400000US06037533108,60337,4932
1400000US06037533201,70147,35084
1400000US06037533204,75714,14903
1400000US06037533300,49773,22688
1400000US06037533401,61618,15002
1400000US06037533402,58350,17519
1400000US06037533403,70767,7249
1400000US06037533501,73750,14417
1400000US06037533504,62446,10380
1400000US06037533601,65849,16785
1400000US06037533602,62432,16078
1400000US06037533603,48271,11313
1400000US06037533701,58694,13003
1400000US06037533702,67813,20296
1400000US06037533703,58750,13363
1400000US06037533803,49588,6408
1400000US06037533804,76599,16645
1400000US06037533805,62350,21215
1400000US06037533806,66677,10955
1400000US06037533901,62829,14216
1400000US06037533902,60221,5800
1400000US06037534001,71052,3822
1400000US06037534002,89672,13163
1400000US06037534101,65119,20398
1400000US06037534102,47018,13229
1400000US06037534201,58826,14514
1400000US06037534202,57614,22653
1400000US06037534203,52500,6788
1400000US06037534301,51859,16765
1400000US06037534302,66149,9462
1400000US06037534403,64656,11298
1400000US06037534404,56500,14018
1400000US06037534405,71645,24415
1400000US06037534406,44583,11499
1400000US06037534501,72074,13743
1400000US06037534502,92625,22333
1400000US06037534700,84150,19717
1400000US06037534802,73413,10955
1400000US06037534803,82130,6372
1400000US06037534804,74881,18457
1400000US06037534900,74145,13890
1400000US06037535001,59444,24087
1400000US06037535002,50754,4926
1400000US06037535101,68537,6321
1400000US06037535102,64959,17933
1400000US06037535200,81000,9738
1400000US06037535300,73750,15525
1400000US06037535400,68514,20024
1400000US06037535501,58849,13375
1400000US06037535502,66969,28061
1400000US06037535503,81875,22045
1400000US06037535603,47647,12914
1400000US06037535604,74583,12669
1400000US06037535605,71111,9722
1400000US06037535606,65658,18243
1400000US06037535607,74187,18485
1400000US06037535701,84167,30965
1400000US06037535702,73236,8520
1400000US06037535802,100694,13369
1400000US06037535803,74130,15537
1400000US06037535804,81103,28149
1400000US06037535901,64598,21861
1400000US06037535902,100947,20665
1400000US06037536000,50000,18783
1400000US06037536102,80116,7228
1400000US06037536103,75583,7790
1400000US06037536104,68750,12423
1400000US06037536201,103214,33502
1400000US06037536202,77500,20300
1400000US06037540000,61595,5566
1400000US06037540101,90179,12283
1400000US06037540102,118380,19058
1400000US06037540201,60231,13024
1400000US06037540202,67767,9544
1400000US06037540203,84196,19151
1400000US06037540300,75964,15558
1400000US06037540400,86895,7621
1400000US06037540501,82933,25547
1400000US06037540502,61534,12632
1400000US06037540600,34211,25779
1400000US06037540700,71563,20216
1400000US06037540800,84688,20873
1400000US06037540901,85500,23289
1400000US06037540902,85307,27360
1400000US06037541003,80208,25273
1400000US06037541100,93782,24547
1400000US06037541200,82414,24640
1400000US06037541300,100882,15192
1400000US06037541401,68728,14323
1400000US06037541402,57727,34339
1400000US06037541500,64055,31880
1400000US06037541603,69405,15356
1400000US06037541604,60804,21721
1400000US06037541605,68805,15298
1400000US06037541606,51667,25805
1400000US06037541700,87157,20689
1400000US06037541801,67188,15869
1400000US06037541802,84010,31174
1400000US06037542000,100256,19726
1400000US06037542103,69950,27402
1400000US06037542104,74099,14925
1400000US06037542105,64202,17508
1400000US06037542106,55625,9976
1400000US06037542200,78203,13276
1400000US06037542401,59960,16769
1400000US06037542402,88705,12880
1400000US06037542501,90281,22139
1400000US06037542502,65917,18702
1400000US06037542601,73281,15768
1400000US06037542602,59469,9470
1400000US06037542700,80523,13178
1400000US06037542800,71528,12389
1400000US06037542900,97936,23580
1400000US06037543000,84786,25030
1400000US06037543100,107552,26819
1400000US06037543201,103850,38450
1400000US06037543203,46144,7983
1400000US06037543304,113438,19406
1400000US06037543305,97195,23989
1400000US06037543306,103209,14539
1400000US06037543321,125789,30066
1400000US06037543322,122001,16500
1400000US06037543400,103575,16252
1400000US06037543501,97231,18907
1400000US06037543502,100284,24581
1400000US06037543503,100580,18220
1400000US06037543601,109844,36953
1400000US06037543603,83521,21011
1400000US06037543605,93636,21600
1400000US06037543606,75192,18681
1400000US06037543607,112614,37067
1400000US06037543701,145690,18253
1400000US06037543703,120025,21714
1400000US06037543704,102925,19137
1400000US06037543705,106393,18962
1400000US06037543801,107623,11230
1400000US06037543803,95529,12149
1400000US06037543804,128350,32562
1400000US06037543903,134856,25365
1400000US06037543905,92212,17450
1400000US06037544001,97880,23410
1400000US06037544002,105667,13797
1400000US06037550101,120789,10357
1400000US06037550201,96000,13611
1400000US06037550202,109205,30638
1400000US06037550301,83561,24689
1400000US06037550501,78902,32440
1400000US06037550502,136349,36959
1400000US06037550601,97579,8375
1400000US06037550602,128393,16546
1400000US06037550700,94327,44666
1400000US06037550801,113889,68736
1400000US06037550802,84361,35578
1400000US06037550901,90200,16025
1400000US06037550902,84181,11354
1400000US06037551001,83895,10343
1400000US06037551002,107400,33740
1400000US06037551101,76552,41664
1400000US06037551102,61713,7712
